,name
0,thermophile
1,Symbiont
2,saprophyte
3,Reproduction_spores
4,Oral_Microbiome
5,Multiple_drug_resistant_organism
6,Multi_Drug_Resistant_Organism
7,Microorganism
8,Marine_Organisms
9,Intestinal_Microbiome
10,Gastrointestinal_Microbiome
11,Blood_Borne_Pathogens
