,name
0,Biohazardous_Substance
1,Biological_Warfare_Agents
2,Chemical_Warfare_Agents
3,Designer_Drugs
4,Hazardous_Substances
5,health_hazards
6,Inhalants_of_Abuse
7,Irritants
8,Poisons
9,repellent
10,Snuff_Tobacco
11,Substance_of_abuse
12,Toxic_Actions
13,Toxic_Substances__Environmental
14,toxicant
